Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,temperature_max,precipitation,windspeed_max,nuitees_hotels_france
INN19159,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,9,27,Offline,0,0,0,75.0,2,Not_Canceled,24.5,0.0,6.6,42.8
INN19160,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,48.0,0,Not_Canceled,24.3,3.1,15.8,41.2
INN19161,3,0,0,2,Meal Plan 1,0,Room_Type 1,209,2018,8,19,Online,0,0,0,133.2,0,Canceled,27.4,0.0,16.5,55.2
INN19162,2,0,0,1,Meal Plan 1,0,Room_Type 4,7,2018,5,21,Offline,0,0,0,107.0,0,Not_Canceled,21.6,0.2,11.3,39.9
INN19163,2,0,1,0,Not Selected,0,Room_Type 1,2,2018,3,28,Online,0,0,0,64.08,0,Not_Canceled,12.9,5.4,31.3,33.8
INN19164,3,0,1,2,Meal Plan 1,0,Room_Type 4,97,2018,8,5,Online,0,0,0,150.3,1,Not_Canceled,30.0,0.0,17.6,55.2
INN19165,2,0,0,3,Meal Plan 2,0,Room_Type 1,88,2018,5,3,Offline,0,0,0,117.0,1,Not_Canceled,15.3,0.0,15.9,39.9
INN19166,2,1,2,4,Meal Plan 1,0,Room_Type 1,90,2018,8,4,Online,0,0,0,135.9,1,Canceled,32.3,0.0,23.9,55.2
INN19167,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,Not_Canceled,17.8,2.6,14.3,41.2
INN19168,2,1,0,3,Meal Plan 1,0,Room_Type 1,99,2018,4,5,Online,0,0,0,90.63,0,Not_Canceled,10.2,0.8,25.4,36.4
INN19169,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,8,10,Online,0,0,0,115.0,1,Not_Canceled,20.2,2.7,13.4,54.8
INN19170,1,0,0,4,Not Selected,0,Room_Type 1,236,2018,9,27,Online,0,0,0,81.16,1,Canceled,24.5,0.0,6.6,42.8
INN19171,2,0,1,2,Meal Plan 1,0,Room_Type 1,64,2018,11,18,Offline,0,0,0,75.0,0,Not_Canceled,8.4,0.0,18.7,31.4
INN19172,2,0,1,1,Meal Plan 2,0,Room_Type 1,35,2018,10,15,Online,0,0,0,148.6,2,Not_Canceled,25.5,0.0,21.3,38.9
INN19173,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Offline,0,0,0,65.0,0,Canceled,11.9,13.2,22.4,36.4
INN19174,3,0,2,1,Meal Plan 1,0,Room_Type 4,176,2018,8,6,Online,0,0,0,137.7,2,Canceled,32.5,0.0,10.1,55.2
INN19175,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled,22.8,4.5,14.8,39.9
INN19176,2,0,1,2,Meal Plan 1,0,Room_Type 4,153,2018,5,2,Online,0,0,0,88.01,0,Canceled,15.7,0.4,24.3,39.9
INN19177,1,0,1,4,Meal Plan 1,0,Room_Type 1,150,2018,1,18,Offline,0,0,0,80.0,0,Not_Canceled,10.9,8.0,40.3,29.1
INN19178,2,0,1,3,Meal Plan 2,0,Room_Type 1,99,2018,7,18,Online,0,0,0,141.75,2,Not_Canceled,27.1,0.0,13.8,53.7
INN19179,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,95.0,0,Canceled,19.5,0.0,18.3,36.4
INN19180,1,0,0,1,Meal Plan 1,0,Room_Type 1,182,2018,10,12,Offline,0,0,0,120.0,1,Canceled,25.0,0.0,26.7,38.9
INN19181,2,0,1,3,Meal Plan 1,0,Room_Type 1,63,2018,11,17,Online,0,0,0,88.4,1,Not_Canceled,8.2,0.0,17.8,31.4
INN19182,2,0,2,2,Not Selected,0,Room_Type 1,19,2018,8,20,Online,0,0,0,139.0,0,Canceled,25.2,0.2,15.0,55.2
INN19183,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,2,24,Corporate,0,0,0,80.0,0,Not_Canceled,5.7,0.0,22.4,27.3
INN19184,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,Offline,0,0,0,105.0,0,Canceled,10.6,9.9,27.0,38.9
INN19185,2,0,0,1,Meal Plan 1,0,Room_Type 5,5,2018,10,26,Complementary,0,0,0,0.0,2,Not_Canceled,14.1,0.1,20.6,38.9
INN19186,2,0,1,2,Meal Plan 1,0,Room_Type 2,224,2018,8,1,Online,0,0,0,86.62,1,Not_Canceled,28.5,0.0,11.8,55.2
INN19187,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,11,30,Corporate,0,0,0,73.0,1,Not_Canceled,12.1,0.0,23.8,31.4
INN19188,2,0,1,1,Not Selected,1,Room_Type 1,120,2018,5,2,Online,0,0,0,103.5,1,Not_Canceled,15.7,0.4,24.3,39.9
INN19189,2,1,0,4,Meal Plan 1,0,Room_Type 1,44,2018,8,17,Online,0,0,0,152.1,1,Not_Canceled,23.7,1.3,17.5,55.2
INN19190,2,0,2,4,Meal Plan 1,0,Room_Type 1,224,2018,9,4,Online,0,0,0,114.9,1,Canceled,21.5,0.9,15.1,42.8
INN19191,2,0,2,4,Meal Plan 1,0,Room_Type 1,93,2018,7,2,Corporate,0,0,0,84.0,0,Not_Canceled,28.9,0.0,14.1,53.7
INN19192,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,2018,3,6,Online,0,0,0,90.33,1,Not_Canceled,10.5,1.1,17.4,33.8
INN19193,2,0,2,3,Meal Plan 1,0,Room_Type 1,143,2018,6,2,Online,0,0,0,100.3,0,Canceled,22.6,0.0,9.4,43.5
INN19194,2,0,2,2,Not Selected,0,Room_Type 1,59,2018,7,3,Online,0,0,0,78.35,1,Not_Canceled,27.6,0.2,11.5,53.7
INN19195,2,0,2,2,Meal Plan 1,0,Room_Type 4,92,2018,3,18,Online,0,0,0,72.49,1,Not_Canceled,3.0,1.0,17.6,33.8
INN19196,2,0,2,2,Meal Plan 1,0,Room_Type 4,76,2018,5,8,Offline,0,0,0,90.95,1,Not_Canceled,25.3,0.0,25.3,39.9
INN19197,1,0,2,1,Meal Plan 1,0,Room_Type 1,10,2018,10,2,Online,0,0,0,149.0,0,Not_Canceled,16.8,0.2,24.1,38.9
INN19198,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2017,10,10,Offline,0,0,0,70.0,0,Canceled,17.1,1.8,16.9,37.6
INN19199,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,2,13,Corporate,0,0,0,79.0,0,Not_Canceled,4.8,1.4,25.7,27.3
INN19200,2,0,4,7,Not Selected,0,Room_Type 1,16,2018,12,10,Online,0,0,0,67.81,0,Not_Canceled,9.2,0.2,19.8,37.2
INN19201,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled,-0.2,0.0,26.6,27.3
INN19202,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Offline,0,0,0,95.0,0,Canceled,20.0,0.0,10.2,42.8
INN19203,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,2018,12,2,Offline,0,0,0,52.0,0,Not_Canceled,15.4,10.4,26.8,37.2
INN19204,2,0,1,3,Meal Plan 1,0,Room_Type 1,41,2018,3,31,Online,0,0,0,117.9,1,Not_Canceled,11.2,0.9,17.5,33.8
INN19205,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Offline,0,0,0,94.5,0,Canceled,21.2,0.9,20.5,52.3
INN19206,2,1,1,3,Meal Plan 1,0,Room_Type 1,1,2018,3,21,Online,0,0,0,129.0,2,Not_Canceled,7.0,0.0,17.7,33.8
INN19207,1,0,1,0,Not Selected,0,Room_Type 1,180,2018,10,10,Online,0,0,0,98.1,1,Not_Canceled,24.5,0.0,21.7,38.9
INN19208,2,0,0,2,Not Selected,0,Room_Type 1,211,2018,11,18,Online,0,0,0,67.5,1,Canceled,8.4,0.0,18.7,31.4
INN19209,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled,16.0,4.8,9.1,41.2
INN19210,2,0,2,1,Meal Plan 1,0,Room_Type 1,145,2018,1,3,Offline,0,0,0,65.0,0,Not_Canceled,13.3,7.1,43.6,29.1
INN19211,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,5,20,Offline,0,0,0,140.0,0,Not_Canceled,21.6,0.0,14.8,39.9
INN19212,1,0,1,2,Meal Plan 1,0,Room_Type 1,82,2018,4,1,Online,0,0,0,81.9,1,Not_Canceled,10.9,0.6,20.9,36.4
INN19213,2,1,1,3,Meal Plan 1,0,Room_Type 1,172,2018,8,1,Online,0,0,0,114.75,2,Canceled,28.5,0.0,11.8,55.2
INN19214,2,0,0,2,Meal Plan 1,0,Room_Type 4,70,2018,9,15,Online,0,0,0,149.4,0,Canceled,21.6,0.0,10.2,42.8
INN19215,2,0,2,5,Meal Plan 1,0,Room_Type 1,95,2018,6,29,Offline,0,0,0,86.36,0,Not_Canceled,28.5,0.0,22.3,43.5
INN19216,2,0,1,2,Meal Plan 1,0,Room_Type 1,215,2018,8,8,Online,0,0,0,96.3,2,Not_Canceled,26.2,0.2,20.5,55.2
INN19217,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,Not_Canceled,23.6,2.5,11.3,43.5
INN19218,2,0,2,5,Meal Plan 1,0,Room_Type 1,104,2018,12,23,Online,0,0,0,71.9,1,Not_Canceled,13.4,6.0,28.7,37.2
INN19219,2,0,2,3,Meal Plan 1,0,Room_Type 2,41,2018,4,30,Online,0,0,0,127.83,2,Not_Canceled,9.5,21.5,42.2,36.4
INN19220,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled,26.0,0.0,16.7,38.9
INN19221,2,1,0,3,Meal Plan 1,0,Room_Type 6,49,2018,12,8,Online,0,0,0,156.6,2,Not_Canceled,12.1,0.6,39.1,37.2
INN19222,2,0,0,4,Meal Plan 1,0,Room_Type 1,93,2017,10,7,Online,0,0,0,89.25,1,Not_Canceled,15.7,1.6,21.1,37.6
INN19223,2,0,1,3,Meal Plan 1,0,Room_Type 1,130,2018,4,18,Online,0,0,0,84.15,0,Not_Canceled,24.4,0.0,16.8,36.4
INN19224,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled,18.4,20.9,23.0,43.5
INN19225,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,61.0,0,Canceled,-0.2,0.0,26.6,27.3
INN19226,2,1,0,2,Not Selected,0,Room_Type 1,54,2018,9,9,Offline,0,0,0,121.68,1,Not_Canceled,28.4,0.0,12.8,42.8
INN19227,2,0,0,3,Meal Plan 1,0,Room_Type 1,8,2018,6,30,Online,0,0,0,110.46,1,Not_Canceled,30.9,0.1,16.2,43.5
INN19228,2,0,0,3,Not Selected,0,Room_Type 1,8,2018,8,16,Online,0,0,0,103.69,0,Canceled,29.2,0.0,20.1,55.2
INN19229,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,7,27,Online,0,0,0,154.0,0,Not_Canceled,34.8,0.3,20.8,53.7
INN19230,2,0,1,2,Meal Plan 1,0,Room_Type 4,54,2018,8,19,Online,0,0,0,149.4,2,Not_Canceled,27.4,0.0,16.5,55.2
INN19231,2,0,2,3,Meal Plan 1,0,Room_Type 1,18,2017,8,30,Online,0,0,0,89.0,1,Canceled,24.3,5.0,19.1,54.8
INN19232,2,0,0,3,Meal Plan 1,0,Room_Type 1,18,2018,3,17,Online,0,0,0,109.0,0,Canceled,9.1,2.7,19.8,33.8
INN19233,2,0,2,1,Meal Plan 1,0,Room_Type 1,80,2018,12,3,Offline,0,0,0,75.0,0,Not_Canceled,13.9,7.7,29.0,37.2
INN19234,3,0,0,3,Meal Plan 1,0,Room_Type 4,52,2018,3,22,Online,0,0,0,131.4,1,Canceled,8.5,0.0,20.9,33.8
INN19235,2,0,4,8,Meal Plan 1,0,Room_Type 6,159,2018,12,22,Online,1,0,1,146.2,2,Not_Canceled,13.1,0.3,30.6,37.2
INN19236,2,0,0,3,Meal Plan 1,0,Room_Type 1,101,2018,5,17,Offline,0,0,0,80.75,2,Not_Canceled,17.5,0.0,19.9,39.9
INN19237,1,0,2,2,Meal Plan 1,0,Room_Type 1,59,2018,3,19,Online,0,0,0,93.5,1,Not_Canceled,2.9,1.2,17.3,33.8
INN19238,0,2,0,2,Meal Plan 1,0,Room_Type 2,9,2018,5,18,Online,0,0,0,119.5,0,Canceled,17.4,0.0,16.6,39.9
INN19239,3,0,2,2,Meal Plan 1,0,Room_Type 4,67,2018,12,4,Online,0,0,0,119.0,1,Not_Canceled,11.1,0.9,22.0,37.2
INN19240,3,0,0,2,Meal Plan 1,0,Room_Type 4,9,2018,6,17,Online,0,0,0,177.0,2,Not_Canceled,19.5,0.0,16.3,43.5
INN19241,2,0,0,3,Meal Plan 1,0,Room_Type 1,6,2018,3,10,Online,0,0,0,106.33,1,Not_Canceled,17.2,5.3,21.8,33.8
INN19242,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110.0,0,Canceled,27.8,0.1,13.0,53.7
INN19243,1,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,9,16,Offline,0,0,0,70.0,0,Not_Canceled,24.9,0.0,8.8,42.8
INN19244,2,1,1,2,Meal Plan 1,0,Room_Type 1,103,2018,7,11,Online,0,0,0,108.34,1,Not_Canceled,23.0,0.9,17.9,53.7
INN19245,2,0,0,2,Not Selected,0,Room_Type 1,39,2018,2,19,Online,0,0,0,75.8,1,Not_Canceled,5.9,3.8,9.8,27.3
INN19246,2,1,0,2,Meal Plan 1,0,Room_Type 1,311,2018,12,30,Online,0,0,0,112.5,1,Canceled,8.9,0.3,13.0,37.2
INN19247,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,8,15,Online,0,0,0,124.0,2,Not_Canceled,25.5,1.2,21.7,54.8
INN19248,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,16,Online,0,0,0,109.0,0,Not_Canceled,11.8,0.1,17.2,33.8
INN19249,2,0,2,10,Not Selected,0,Room_Type 1,310,2018,12,27,Online,0,0,0,68.57,2,Canceled,2.7,0.0,7.3,37.2
INN19250,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled,19.9,4.3,20.4,52.3
INN19251,2,0,0,1,Not Selected,0,Room_Type 1,23,2018,6,23,Online,0,0,0,89.0,0,Canceled,20.5,0.0,15.6,43.5
INN19252,2,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,3,2,Offline,0,0,0,67.0,0,Not_Canceled,8.6,2.8,19.6,33.8
INN19253,2,0,0,1,Meal Plan 1,0,Room_Type 1,35,2017,11,18,Online,0,0,0,113.4,1,Not_Canceled,8.7,0.3,18.7,30.1
INN19254,1,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,90.0,0,Canceled,25.0,0.0,27.7,38.9
INN19255,1,0,0,1,Not Selected,0,Room_Type 1,37,2018,5,13,Online,0,0,0,116.1,0,Not_Canceled,14.2,2.9,18.2,39.9
INN19256,2,0,0,3,Meal Plan 1,0,Room_Type 1,36,2018,2,11,Offline,0,0,0,64.0,0,Not_Canceled,7.8,4.6,28.4,27.3
INN19257,2,0,1,1,Meal Plan 1,0,Room_Type 1,218,2018,8,13,Online,0,0,0,69.33,0,Canceled,23.2,2.3,21.6,55.2
INN19258,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled,14.2,2.9,18.2,39.9
INN19259,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled,24.0,0.5,12.9,43.5
INN19260,2,0,2,5,Meal Plan 1,0,Room_Type 1,197,2018,8,23,Online,0,0,0,97.02,0,Canceled,26.5,0.0,21.5,55.2
INN19261,2,2,2,4,Meal Plan 1,0,Room_Type 6,228,2018,12,29,Online,0,0,0,136.19,1,Canceled,7.3,0.0,14.4,37.2
INN19262,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled,22.0,0.7,11.8,43.5
INN19263,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled,12.6,0.0,13.5,31.4
INN19264,1,0,0,2,Not Selected,0,Room_Type 1,14,2018,5,31,Online,0,0,0,80.08,0,Not_Canceled,22.8,4.5,14.8,39.9
INN19265,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled,26.0,0.0,10.2,36.4
INN19266,2,0,2,1,Meal Plan 2,0,Room_Type 1,220,2018,9,17,Offline,0,0,0,172.0,0,Canceled,28.5,0.0,13.6,42.8
INN19267,2,0,2,3,Meal Plan 1,0,Room_Type 4,24,2018,9,25,Online,0,0,0,94.86,1,Not_Canceled,16.6,0.0,17.6,42.8
INN19268,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,5,9,Online,0,0,0,89.0,0,Not_Canceled,21.0,0.0,16.8,39.9
INN19269,2,0,0,2,Meal Plan 1,0,Room_Type 1,53,2018,9,9,Online,0,0,0,135.9,3,Not_Canceled,28.4,0.0,12.8,42.8
INN19270,2,0,2,1,Meal Plan 1,0,Room_Type 1,92,2018,3,26,Offline,0,0,0,100.0,0,Canceled,12.9,0.1,13.0,33.8
INN19271,2,0,2,1,Meal Plan 1,0,Room_Type 1,44,2018,4,23,Offline,0,0,0,95.0,1,Not_Canceled,17.9,0.8,16.7,36.4
INN19272,2,0,1,2,Meal Plan 1,0,Room_Type 1,101,2018,10,24,Online,0,0,0,100.2,4,Not_Canceled,17.1,0.0,14.0,38.9
INN19273,2,0,2,1,Meal Plan 1,0,Room_Type 1,79,2018,4,30,Online,0,0,0,126.9,0,Canceled,9.5,21.5,42.2,36.4
INN19274,2,0,1,2,Meal Plan 1,0,Room_Type 4,160,2018,6,17,Online,0,0,0,129.0,1,Canceled,19.5,0.0,16.3,43.5
INN19275,2,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,27,Online,0,0,0,96.3,1,Not_Canceled,27.3,0.0,17.1,43.5
INN19276,2,0,0,2,Not Selected,0,Room_Type 1,30,2018,5,11,Online,0,0,0,116.1,1,Not_Canceled,20.0,0.0,13.4,39.9
INN19277,2,0,0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,112.0,1,Canceled,17.5,0.0,19.9,39.9
INN19278,2,0,1,3,Meal Plan 1,0,Room_Type 1,183,2018,10,20,Online,0,0,0,96.3,1,Not_Canceled,16.5,0.0,14.5,38.9
INN19279,2,0,2,2,Meal Plan 1,0,Room_Type 4,40,2018,12,30,Online,0,0,0,185.28,0,Canceled,8.9,0.3,13.0,37.2
INN19280,2,0,0,2,Meal Plan 1,0,Room_Type 4,111,2018,8,11,Online,0,0,0,127.8,0,Not_Canceled,23.8,0.3,12.8,55.2
INN19281,2,0,2,2,Meal Plan 1,0,Room_Type 1,47,2018,1,31,Online,0,0,0,58.94,2,Not_Canceled,9.8,13.3,34.9,29.1
INN19282,2,0,2,3,Meal Plan 1,0,Room_Type 4,153,2018,9,24,Online,0,0,0,143.1,0,Canceled,15.9,0.0,15.6,42.8
INN19283,2,0,0,1,Meal Plan 1,0,Room_Type 1,20,2018,11,25,Online,0,0,0,104.0,1,Not_Canceled,8.1,9.2,17.3,31.4
INN19284,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled,22.0,0.7,11.8,43.5
INN19285,2,0,1,3,Meal Plan 1,0,Room_Type 1,53,2018,11,21,Online,0,0,0,88.4,0,Not_Canceled,5.4,0.0,10.1,31.4
INN19286,2,0,1,2,Meal Plan 1,0,Room_Type 1,124,2018,5,9,Offline,0,0,0,80.75,0,Not_Canceled,21.0,0.0,16.8,39.9
INN19287,2,0,0,3,Meal Plan 1,0,Room_Type 4,38,2018,10,11,Online,0,0,0,116.65,1,Not_Canceled,25.4,2.0,24.5,38.9
INN19288,2,0,2,4,Meal Plan 1,0,Room_Type 1,82,2018,7,1,Online,0,0,0,114.3,1,Not_Canceled,31.5,0.1,15.0,53.7
INN19289,2,0,0,4,Meal Plan 1,0,Room_Type 2,233,2018,8,17,Online,0,0,0,81.81,1,Canceled,23.7,1.3,17.5,55.2
INN19290,1,0,0,3,Meal Plan 1,0,Room_Type 1,66,2018,11,3,Online,0,0,0,93.6,3,Not_Canceled,10.4,0.0,9.7,31.4
INN19291,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled,26.4,0.0,13.8,54.8
INN19292,2,0,1,5,Meal Plan 2,0,Room_Type 1,107,2018,7,11,Online,0,0,0,141.0,0,Canceled,23.0,0.9,17.9,53.7
INN19293,3,0,0,1,Meal Plan 1,0,Room_Type 7,71,2018,10,15,Complementary,1,0,32,0.0,4,Not_Canceled,25.5,0.0,21.3,38.9
INN19294,2,0,0,4,Meal Plan 1,0,Room_Type 1,112,2017,7,22,Online,0,0,0,76.5,0,Canceled,21.2,3.9,18.1,52.3
INN19295,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Offline,0,0,0,120.0,0,Canceled,24.5,0.0,21.7,38.9
INN19296,3,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,11,30,Offline,0,0,0,98.1,0,Not_Canceled,12.1,0.0,23.8,31.4
INN19297,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,85.0,0,Not_Canceled,-0.2,0.0,26.6,27.3
INN19298,2,0,1,3,Meal Plan 1,0,Room_Type 1,5,2018,3,14,Online,0,0,0,109.0,1,Not_Canceled,14.1,0.0,27.3,33.8
INN19299,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,11,5,Online,0,0,0,107.0,1,Not_Canceled,10.9,3.8,23.6,30.1
INN19300,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,2017,10,9,Offline,0,0,0,72.75,0,Not_Canceled,17.6,0.0,11.9,37.6
INN19301,2,2,2,2,Meal Plan 1,0,Room_Type 6,125,2018,9,2,Online,0,0,0,210.6,1,Canceled,23.6,0.0,13.0,42.8
INN19302,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled,26.0,0.0,16.7,38.9
INN19303,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75.0,0,Canceled,25.0,0.0,26.7,38.9
INN19304,3,0,2,2,Meal Plan 1,0,Room_Type 4,38,2018,8,19,Online,0,0,0,151.47,0,Canceled,27.4,0.0,16.5,55.2
INN19305,2,1,0,2,Meal Plan 1,1,Room_Type 1,91,2018,8,3,Online,0,0,0,148.5,1,Not_Canceled,33.7,0.0,17.7,55.2
INN19306,2,1,1,1,Meal Plan 1,0,Room_Type 1,119,2018,12,24,Online,0,0,0,109.8,0,Canceled,13.1,4.8,23.0,37.2
INN19307,2,2,2,0,Meal Plan 1,0,Room_Type 6,22,2017,12,27,Online,0,0,0,177.0,0,Not_Canceled,6.4,6.1,37.6,35.8
INN19308,1,0,0,2,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,80.5,0,Not_Canceled,5.9,3.8,9.8,27.3
INN19309,2,0,2,3,Meal Plan 1,0,Room_Type 1,1,2018,10,16,Online,0,0,0,156.0,1,Not_Canceled,24.0,0.0,9.8,38.9
INN19310,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,2018,12,27,Offline,0,0,0,65.0,0,Not_Canceled,2.7,0.0,7.3,37.2
INN19311,2,0,0,2,Meal Plan 1,0,Room_Type 1,345,2018,12,20,Online,0,0,0,78.3,2,Canceled,10.1,0.2,26.6,37.2
INN19312,2,0,1,0,Not Selected,0,Room_Type 1,93,2018,5,2,Online,0,0,0,116.1,0,Canceled,15.7,0.4,24.3,39.9
INN19313,2,0,0,4,Meal Plan 1,0,Room_Type 4,163,2018,10,26,Online,0,0,0,104.4,2,Canceled,14.1,0.1,20.6,38.9
INN19314,2,0,3,6,Meal Plan 1,0,Room_Type 1,87,2018,7,11,Offline,0,0,0,72.25,0,Not_Canceled,23.0,0.9,17.9,53.7
INN19315,2,0,0,2,Meal Plan 1,0,Room_Type 4,96,2018,8,11,Offline,0,0,0,82.45,0,Not_Canceled,23.8,0.3,12.8,55.2
INN19316,2,0,2,2,Meal Plan 2,0,Room_Type 4,110,2018,7,3,Offline,0,0,0,118.06,0,Not_Canceled,27.6,0.2,11.5,53.7
INN19317,2,0,1,1,Meal Plan 1,0,Room_Type 4,31,2018,6,20,Online,0,0,0,107.1,0,Canceled,26.6,0.0,8.0,43.5
INN19318,2,1,2,5,Meal Plan 1,0,Room_Type 1,132,2018,12,8,Online,0,0,0,100.3,0,Canceled,12.1,0.6,39.1,37.2
INN19319,2,1,0,2,Meal Plan 1,0,Room_Type 1,31,2018,8,3,Online,0,0,0,152.1,1,Canceled,33.7,0.0,17.7,55.2
INN19320,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,87.0,0,Canceled,24.7,0.0,16.2,37.6
INN19321,2,0,1,2,Meal Plan 1,0,Room_Type 1,1,2018,2,12,Offline,0,0,0,85.0,0,Not_Canceled,6.0,0.0,20.3,27.3
INN19322,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled,18.4,20.9,23.0,43.5
INN19323,2,0,0,2,Meal Plan 1,0,Room_Type 4,67,2017,11,20,Online,0,0,0,81.9,2,Not_Canceled,10.5,0.0,24.0,30.1
INN19324,2,0,1,4,Meal Plan 1,0,Room_Type 2,187,2018,9,12,Offline,0,0,0,80.75,0,Not_Canceled,27.1,0.0,17.0,42.8
INN19325,1,0,1,4,Meal Plan 1,0,Room_Type 1,0,2018,11,14,Corporate,0,0,0,95.0,2,Not_Canceled,13.4,0.0,10.6,31.4
INN19326,2,0,0,2,Meal Plan 2,0,Room_Type 4,9,2018,10,7,Online,0,0,0,243.0,2,Not_Canceled,15.2,10.8,19.3,38.9
INN19327,2,0,1,3,Not Selected,0,Room_Type 1,252,2018,12,29,Online,0,0,0,53.47,1,Not_Canceled,7.3,0.0,14.4,37.2
INN19328,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled,26.0,0.0,16.7,38.9
INN19329,2,1,0,3,Meal Plan 1,0,Room_Type 1,184,2018,10,4,Online,0,0,0,125.1,0,Canceled,20.5,0.0,9.7,38.9
INN19330,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,106.0,0,Canceled,24.7,0.0,21.9,36.4
INN19331,2,0,1,1,Meal Plan 1,0,Room_Type 6,5,2017,10,19,Corporate,0,0,0,90.0,0,Not_Canceled,21.4,0.2,25.7,37.6
INN19332,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled,26.0,0.0,10.2,36.4
