Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,temperature_max,precipitation,windspeed_max,nuitees_hotels_france
INN12792,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,4,18,Online,0,0,0,73.92,1,Not_Canceled,24.4,0.0,16.8,36.4
INN32897,2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,0,0,0,115.2,0,Canceled,15.2,0.4,25.1,38.9
INN18807,2,0,0,2,Meal Plan 2,0,Room_Type 1,70,2018,6,15,Offline,0,0,0,109.0,0,Not_Canceled,22.0,0.7,11.8,43.5
INN02710,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,8,7,Online,0,0,0,98.0,1,Canceled,35.8,8.0,24.9,55.2
INN33990,2,0,0,3,Not Selected,0,Room_Type 1,47,2018,5,11,Online,0,0,0,116.1,1,Not_Canceled,20.0,0.0,13.4,39.9
INN19117,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled,8.6,2.9,11.2,27.3
INN16465,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled,10.4,0.0,9.7,31.4
INN20602,2,0,1,0,Not Selected,1,Room_Type 1,0,2017,11,9,Online,0,0,0,85.0,0,Not_Canceled,10.7,0.0,12.4,30.1
INN04243,1,0,0,1,Meal Plan 1,0,Room_Type 1,23,2017,11,5,Corporate,0,0,0,65.0,0,Not_Canceled,10.9,3.8,23.6,30.1
INN33147,1,0,0,2,Meal Plan 1,0,Room_Type 1,23,2018,7,5,Online,0,0,0,145.0,0,Canceled,25.8,2.7,14.0,53.7
INN25828,2,0,0,3,Meal Plan 1,0,Room_Type 4,38,2018,9,7,Online,0,0,0,136.8,1,Not_Canceled,19.9,0.0,21.4,42.8
INN33254,2,0,0,1,Not Selected,0,Room_Type 1,2,2018,1,26,Online,0,0,0,81.0,0,Not_Canceled,8.8,0.0,12.5,29.1
INN20816,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,8,4,Online,0,0,0,151.0,2,Not_Canceled,32.3,0.0,23.9,55.2
INN01360,2,0,2,2,Meal Plan 1,0,Room_Type 1,41,2017,11,8,Online,0,0,0,81.77,1,Not_Canceled,7.7,0.6,8.6,30.1
INN12932,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108.0,0,Canceled,23.2,0.0,12.3,41.2
INN33619,1,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,8,14,Online,0,0,0,164.0,1,Not_Canceled,24.3,0.2,17.4,55.2
INN09841,2,0,2,5,Meal Plan 1,0,Room_Type 1,83,2018,3,18,Online,0,0,0,76.38,0,Canceled,3.0,1.0,17.6,33.8
INN14107,2,0,1,3,Meal Plan 1,0,Room_Type 1,123,2018,6,30,Online,0,0,0,99.45,0,Canceled,30.9,0.1,16.2,43.5
INN35053,2,0,2,1,Meal Plan 1,0,Room_Type 2,83,2018,7,23,Online,0,0,0,97.54,1,Not_Canceled,29.1,0.0,11.8,53.7
INN17264,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled,22.8,4.5,14.8,39.9
INN01579,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,100.0,0,Not_Canceled,22.6,0.0,9.4,43.5
INN27943,1,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,80.0,0,Not_Canceled,19.9,4.3,20.4,52.3
INN23958,1,0,0,2,Meal Plan 1,0,Room_Type 4,62,2018,9,27,Online,0,0,0,115.04,1,Not_Canceled,24.5,0.0,6.6,42.8
INN01510,2,0,2,1,Meal Plan 1,0,Room_Type 1,39,2018,7,3,Online,0,0,0,117.9,0,Canceled,27.6,0.2,11.5,53.7
INN10089,3,0,0,4,Meal Plan 1,0,Room_Type 4,55,2017,10,28,Offline,0,0,0,112.5,1,Not_Canceled,13.9,0.0,19.3,37.6
INN20195,2,0,1,2,Meal Plan 1,0,Room_Type 6,30,2018,5,6,Online,0,0,0,198.9,2,Not_Canceled,25.3,0.0,14.2,39.9
INN32011,3,0,2,3,Meal Plan 1,0,Room_Type 4,129,2018,8,11,Online,0,0,0,146.7,1,Not_Canceled,23.8,0.3,12.8,55.2
INN26973,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,2017,9,30,Online,0,0,0,196.0,1,Not_Canceled,17.8,2.6,14.3,41.2
INN12781,1,0,2,3,Meal Plan 1,0,Room_Type 1,1,2018,4,23,Online,0,0,0,119.0,1,Not_Canceled,17.9,0.8,16.7,36.4
INN04113,1,0,0,1,Meal Plan 1,0,Room_Type 1,19,2017,10,27,Corporate,0,0,0,95.0,1,Not_Canceled,16.0,0.9,15.7,37.6
INN33813,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75.0,0,Canceled,31.5,0.1,15.0,53.7
INN13943,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,11,17,Corporate,0,0,0,62.0,0,Not_Canceled,10.6,0.0,9.0,30.1
INN01846,2,0,0,2,Not Selected,0,Room_Type 1,150,2018,9,9,Online,0,0,0,89.4,1,Not_Canceled,28.4,0.0,12.8,42.8
INN12244,2,2,2,1,Meal Plan 1,0,Room_Type 6,104,2018,10,29,Online,0,0,0,159.9,0,Canceled,7.2,0.7,24.3,38.9
INN12400,3,0,0,3,Meal Plan 1,0,Room_Type 4,41,2018,8,24,Online,0,0,0,177.3,1,Not_Canceled,19.9,1.8,18.8,55.2
INN07839,2,0,0,1,Not Selected,0,Room_Type 1,182,2018,10,12,Online,0,0,0,98.1,0,Canceled,25.0,0.0,26.7,38.9
INN20953,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,87.5,1,Not_Canceled,21.7,0.0,10.6,41.2
INN06964,2,0,2,2,Not Selected,0,Room_Type 1,4,2017,12,26,Offline,0,0,0,61.5,2,Not_Canceled,8.1,4.6,32.8,35.8
INN33679,2,0,1,1,Meal Plan 1,0,Room_Type 1,20,2018,2,8,Online,0,0,0,74.8,1,Not_Canceled,1.5,0.0,11.8,27.3
INN13770,2,0,0,3,Meal Plan 1,0,Room_Type 4,121,2018,8,3,Offline,0,0,0,95.04,0,Not_Canceled,33.7,0.0,17.7,55.2
INN15701,1,0,1,0,Meal Plan 1,0,Room_Type 1,7,2017,10,12,Corporate,0,0,0,65.0,0,Not_Canceled,19.5,1.5,17.9,37.6
INN20285,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,2018,6,5,Offline,0,0,0,100.0,0,Canceled,21.6,15.2,16.8,43.5
INN12003,1,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,24,Online,0,0,0,0.0,0,Not_Canceled,12.9,4.0,27.9,30.1
INN04333,2,0,1,3,Meal Plan 1,0,Room_Type 1,266,2018,12,26,Online,0,0,0,73.95,0,Canceled,4.8,0.0,9.2,37.2
INN21664,2,0,1,2,Meal Plan 1,0,Room_Type 1,218,2018,10,7,Online,0,0,0,106.1,2,Canceled,15.2,10.8,19.3,38.9
INN14368,2,0,2,4,Meal Plan 1,0,Room_Type 1,6,2017,9,10,Online,0,0,0,134.83,1,Not_Canceled,18.6,0.4,27.8,41.2
INN11679,2,0,0,5,Meal Plan 1,0,Room_Type 4,57,2018,4,12,Online,0,0,0,115.6,1,Not_Canceled,14.4,5.4,11.5,36.4
INN31125,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2017,8,28,Corporate,1,1,2,65.0,0,Not_Canceled,29.5,0.0,10.7,54.8
INN26722,3,0,2,1,Meal Plan 1,0,Room_Type 4,83,2018,8,21,Online,0,0,0,162.3,0,Not_Canceled,25.5,0.2,10.4,55.2
INN03615,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,3,21,Corporate,1,0,13,65.0,1,Not_Canceled,7.0,0.0,17.7,33.8
INN02109,2,0,2,5,Meal Plan 1,0,Room_Type 1,83,2017,7,6,Online,0,0,0,76.5,1,Canceled,32.1,2.2,12.6,52.3
INN14410,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled,19.9,4.3,20.4,52.3
INN29096,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,10,10,Corporate,0,0,0,95.0,0,Not_Canceled,24.5,0.0,21.7,38.9
INN10779,1,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,2,4,Corporate,1,0,1,66.0,0,Not_Canceled,4.1,2.7,24.4,27.3
INN07774,2,0,1,2,Meal Plan 1,0,Room_Type 1,141,2018,4,8,Offline,0,0,0,72.25,1,Canceled,20.7,0.1,16.8,36.4
INN33977,2,0,0,4,Meal Plan 1,0,Room_Type 1,259,2018,10,5,Offline,0,0,0,89.0,0,Canceled,24.5,0.0,11.3,38.9
INN03645,2,0,1,1,Not Selected,0,Room_Type 1,32,2018,12,24,Online,0,0,0,79.2,0,Canceled,13.1,4.8,23.0,37.2
INN12889,2,0,0,3,Meal Plan 1,0,Room_Type 4,54,2018,4,7,Online,0,0,0,118.8,1,Not_Canceled,19.7,0.2,19.6,36.4
INN22417,2,0,1,2,Meal Plan 1,0,Room_Type 4,163,2018,8,29,Offline,0,0,0,90.95,0,Not_Canceled,19.8,15.8,25.4,55.2
INN05324,1,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,11,2,Corporate,1,0,10,88.0,1,Not_Canceled,11.4,0.0,11.9,31.4
INN22230,2,0,0,4,Meal Plan 1,0,Room_Type 4,33,2018,2,23,Online,0,0,0,61.6,1,Not_Canceled,4.1,0.0,21.7,27.3
INN17097,2,0,2,5,Meal Plan 1,0,Room_Type 1,192,2018,5,28,Online,0,0,0,66.71,0,Canceled,26.4,11.3,16.6,39.9
INN11352,3,0,1,2,Meal Plan 1,1,Room_Type 4,13,2018,3,25,Online,0,0,0,192.67,1,Not_Canceled,14.2,0.0,12.5,33.8
INN04184,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,87.0,0,Not_Canceled,16.4,3.3,18.1,41.2
INN26618,2,0,2,2,Meal Plan 1,0,Room_Type 4,133,2018,5,27,Online,0,0,0,86.43,1,Not_Canceled,26.8,2.3,17.7,39.9
INN34972,2,0,2,2,Meal Plan 1,0,Room_Type 1,19,2018,9,10,Offline,0,0,0,95.0,0,Not_Canceled,24.3,0.0,13.6,42.8
INN35195,3,0,1,4,Meal Plan 1,0,Room_Type 1,102,2018,7,25,Offline,0,0,0,96.9,0,Canceled,31.1,0.0,11.3,53.7
INN32801,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,5,24,Online,0,0,0,129.0,0,Not_Canceled,23.0,1.2,7.6,39.9
INN00637,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,4,1,Online,0,0,0,111.0,0,Canceled,10.9,0.6,20.9,36.4
INN08984,2,0,1,3,Meal Plan 1,0,Room_Type 1,27,2017,9,28,Online,0,0,0,149.88,0,Not_Canceled,20.0,3.3,14.2,41.2
INN19604,2,0,2,3,Meal Plan 1,0,Room_Type 1,38,2017,10,17,Online,0,0,0,105.12,2,Not_Canceled,22.0,0.0,10.1,37.6
INN29060,1,0,0,2,Not Selected,0,Room_Type 1,0,2017,8,6,Online,0,0,0,0.0,0,Not_Canceled,23.5,0.0,12.6,54.8
INN22667,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100.0,0,Not_Canceled,19.1,0.6,19.8,55.2
INN21328,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,2,27,Online,0,0,0,93.0,0,Not_Canceled,-2.2,0.0,21.4,27.3
INN04513,2,0,2,2,Meal Plan 1,1,Room_Type 1,43,2017,12,26,Offline,0,0,0,64.0,2,Not_Canceled,8.1,4.6,32.8,35.8
INN01194,2,0,1,3,Not Selected,0,Room_Type 1,0,2017,8,10,Online,0,0,0,115.0,0,Not_Canceled,20.2,2.7,13.4,54.8
INN00046,2,0,0,3,Meal Plan 1,0,Room_Type 1,146,2017,12,29,Offline,0,0,0,75.0,0,Not_Canceled,8.0,8.4,36.1,35.8
INN34112,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,2018,5,2,Aviation,0,0,0,95.0,0,Not_Canceled,15.7,0.4,24.3,39.9
INN17361,1,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,10,26,Online,0,0,0,99.2,0,Canceled,14.1,0.1,20.6,38.9
INN29325,2,0,1,4,Meal Plan 1,0,Room_Type 4,66,2018,9,14,Online,0,0,0,109.29,1,Not_Canceled,20.8,0.0,18.8,42.8
INN13867,2,1,1,0,Meal Plan 1,0,Room_Type 1,186,2018,8,28,Online,0,0,0,112.5,0,Canceled,26.0,0.0,8.3,55.2
INN06787,1,0,0,3,Meal Plan 1,0,Room_Type 1,6,2018,7,26,Corporate,1,0,1,65.0,0,Not_Canceled,34.0,0.0,7.7,53.7
INN20914,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled,10.4,0.0,9.7,31.4
INN02964,1,0,0,2,Meal Plan 1,0,Room_Type 1,230,2018,10,7,Online,0,0,0,103.5,0,Canceled,15.2,10.8,19.3,38.9
INN21948,2,0,1,3,Meal Plan 1,0,Room_Type 4,160,2018,9,29,Online,0,0,0,131.4,1,Canceled,17.8,0.0,18.9,42.8
INN27403,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,10,29,Online,0,0,0,120.0,0,Not_Canceled,15.0,1.2,24.0,37.6
INN09777,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled,19.9,4.3,20.4,52.3
INN12049,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,2017,10,26,Offline,0,0,0,72.24,1,Not_Canceled,15.0,0.1,5.7,37.6
INN22077,2,0,1,1,Meal Plan 1,0,Room_Type 1,98,2018,12,5,Online,0,0,0,93.6,2,Not_Canceled,12.2,2.7,22.2,37.2
INN04516,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled,19.7,1.5,18.7,43.5
INN09582,2,0,2,3,Meal Plan 1,0,Room_Type 1,132,2017,10,25,Online,0,0,0,89.25,1,Not_Canceled,18.5,0.0,12.1,37.6
INN14268,1,0,1,0,Not Selected,0,Room_Type 5,3,2018,9,26,Online,0,0,0,195.0,0,Not_Canceled,20.0,0.0,10.2,42.8
INN03217,2,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,8,21,Online,0,0,0,167.0,0,Canceled,25.5,0.2,10.4,55.2
INN01976,1,0,4,10,Not Selected,0,Room_Type 1,26,2018,12,1,Online,0,0,0,66.29,0,Canceled,10.8,7.2,29.5,37.2
INN21506,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Canceled,19.6,1.9,24.9,37.6
INN32392,2,0,2,5,Meal Plan 1,0,Room_Type 1,198,2018,7,1,Online,0,0,0,90.95,1,Not_Canceled,31.5,0.1,15.0,53.7
INN29757,2,0,1,2,Meal Plan 1,0,Room_Type 4,68,2018,10,10,Online,0,0,0,132.3,3,Not_Canceled,24.5,0.0,21.7,38.9
INN12604,2,0,2,1,Meal Plan 1,0,Room_Type 1,110,2018,4,9,Online,0,0,0,93.3,0,Not_Canceled,14.8,11.6,12.6,36.4
INN18067,2,1,1,4,Meal Plan 1,0,Room_Type 1,83,2018,10,31,Online,0,0,0,106.38,1,Not_Canceled,13.3,5.6,24.5,38.9
INN18481,2,0,1,0,Meal Plan 1,0,Room_Type 4,0,2018,1,3,Online,0,0,0,99.0,0,Not_Canceled,13.3,7.1,43.6,29.1
INN11907,1,2,2,3,Meal Plan 1,0,Room_Type 1,6,2018,4,22,Online,0,0,0,104.92,1,Not_Canceled,24.7,0.0,21.9,36.4
INN06890,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Online,0,0,0,61.0,0,Canceled,-0.2,0.0,26.6,27.3
INN32649,2,0,2,6,Not Selected,0,Room_Type 1,3,2018,2,6,Online,0,0,0,79.0,0,Canceled,1.0,12.4,18.6,27.3
INN34440,2,0,2,1,Meal Plan 1,0,Room_Type 1,83,2018,12,18,Offline,0,0,0,75.0,0,Not_Canceled,8.9,0.1,21.8,37.2
INN32435,2,0,0,4,Meal Plan 1,1,Room_Type 1,135,2018,10,5,Online,0,0,0,123.0,1,Not_Canceled,24.5,0.0,11.3,38.9
INN31760,2,0,1,3,Meal Plan 1,0,Room_Type 1,1,2017,8,10,Online,0,0,0,105.0,0,Not_Canceled,20.2,2.7,13.4,54.8
INN35367,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,24,Online,0,0,0,141.0,0,Not_Canceled,23.0,1.2,7.6,39.9
INN21382,2,1,2,5,Meal Plan 1,0,Room_Type 1,147,2018,8,13,Online,0,0,0,122.04,0,Canceled,23.2,2.3,21.6,55.2
INN33407,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,6,4,Online,0,0,0,129.0,1,Not_Canceled,24.7,8.8,14.5,43.5
INN30781,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,102.0,0,Canceled,19.5,0.4,10.1,41.2
INN14913,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled,23.0,14.5,14.8,43.5
INN27166,2,2,2,5,Meal Plan 1,0,Room_Type 5,190,2018,8,10,Online,0,0,0,117.51,2,Canceled,23.1,0.0,21.1,55.2
INN00433,2,0,0,1,Meal Plan 1,0,Room_Type 4,22,2017,9,8,Online,0,0,0,120.0,1,Not_Canceled,18.9,8.7,29.5,41.2
INN05168,2,0,2,1,Meal Plan 1,0,Room_Type 1,75,2018,6,25,Offline,0,0,0,80.75,0,Not_Canceled,23.4,0.0,21.1,43.5
INN23985,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled,-0.2,0.0,26.6,27.3
INN15518,2,0,0,4,Meal Plan 1,0,Room_Type 4,15,2018,8,31,Online,0,0,0,116.0,1,Not_Canceled,21.0,0.1,11.1,55.2
INN01833,3,0,0,1,Meal Plan 1,1,Room_Type 4,59,2018,9,7,Online,0,0,0,139.5,1,Not_Canceled,19.9,0.0,21.4,42.8
INN15931,2,0,0,3,Meal Plan 1,0,Room_Type 1,122,2018,12,8,Online,0,0,0,68.0,0,Not_Canceled,12.1,0.6,39.1,37.2
INN08653,2,0,0,3,Not Selected,0,Room_Type 1,188,2018,9,1,Online,0,0,0,116.1,1,Canceled,22.4,0.0,12.0,42.8
INN29375,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,2018,10,12,Offline,0,0,0,75.0,0,Canceled,25.0,0.0,26.7,38.9
INN10265,1,0,0,1,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled,19.6,1.9,24.9,37.6
INN00038,2,0,0,1,Meal Plan 1,0,Room_Type 1,289,2017,10,17,Offline,0,0,0,67.0,0,Not_Canceled,22.0,0.0,10.1,37.6
INN14575,2,0,2,5,Meal Plan 1,0,Room_Type 4,66,2018,9,6,Online,0,0,0,138.6,0,Canceled,21.7,0.5,19.0,42.8
INN25153,2,0,0,4,Meal Plan 1,0,Room_Type 1,178,2018,10,26,Online,0,0,0,90.9,2,Not_Canceled,14.1,0.1,20.6,38.9
INN25970,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,2017,9,22,Online,0,0,0,126.0,2,Not_Canceled,18.4,0.3,12.1,41.2
INN22588,1,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,90.0,0,Not_Canceled,23.0,14.5,14.8,43.5
INN20373,2,0,0,1,Not Selected,0,Room_Type 1,82,2018,9,10,Online,0,0,0,125.1,0,Canceled,24.3,0.0,13.6,42.8
INN34157,2,0,2,2,Meal Plan 1,0,Room_Type 1,177,2018,8,5,Offline,0,0,0,74.5,1,Not_Canceled,30.0,0.0,17.6,55.2
INN32918,2,1,0,4,Not Selected,0,Room_Type 1,37,2018,3,23,Offline,0,0,0,64.8,1,Not_Canceled,6.8,0.5,20.3,33.8
INN04594,2,0,0,5,Meal Plan 1,0,Room_Type 1,227,2018,10,4,Online,0,0,0,102.85,2,Canceled,20.5,0.0,9.7,38.9
INN00714,2,0,0,2,Meal Plan 1,0,Room_Type 4,64,2018,9,16,Online,0,0,0,168.3,1,Not_Canceled,24.9,0.0,8.8,42.8
INN00560,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,0,0,0,115.0,1,Canceled,17.0,0.0,17.0,38.9
INN19370,2,1,0,3,Meal Plan 1,0,Room_Type 1,123,2018,8,11,Online,0,0,0,139.5,2,Canceled,23.8,0.3,12.8,55.2
INN13255,2,0,2,0,Not Selected,0,Room_Type 1,75,2018,4,17,Online,0,0,0,99.0,0,Not_Canceled,19.6,0.0,14.8,36.4
INN29733,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Online,0,0,0,0.0,0,Canceled,26.0,0.0,16.7,38.9
INN02336,2,0,0,1,Not Selected,0,Room_Type 1,115,2018,9,16,Online,0,0,0,118.8,2,Not_Canceled,24.9,0.0,8.8,42.8
INN13092,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Online,0,0,0,124.0,0,Not_Canceled,21.1,1.4,19.3,54.8
INN04538,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Online,0,0,0,110.0,0,Canceled,26.1,0.0,19.8,42.8
INN12613,2,0,2,5,Meal Plan 1,0,Room_Type 1,83,2018,4,20,Offline,0,0,0,80.75,0,Not_Canceled,26.5,0.0,9.5,36.4
INN33939,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120.0,0,Not_Canceled,24.8,3.3,14.3,43.5
INN32874,2,2,2,4,Meal Plan 1,0,Room_Type 6,43,2017,10,21,Online,0,0,0,166.5,1,Not_Canceled,16.9,1.4,30.5,37.6
INN06132,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Online,0,0,0,120.0,0,Canceled,18.4,20.9,23.0,43.5
INN25458,2,0,1,2,Meal Plan 1,0,Room_Type 1,60,2018,2,5,Online,0,0,0,78.3,0,Not_Canceled,2.2,3.0,20.4,27.3
INN07003,2,0,1,2,Meal Plan 1,0,Room_Type 1,40,2018,6,27,Offline,0,0,0,85.5,0,Not_Canceled,27.3,0.0,17.1,43.5
INN13093,2,0,2,2,Meal Plan 1,0,Room_Type 4,55,2018,1,29,Online,0,0,0,84.45,1,Not_Canceled,11.0,0.5,21.3,29.1
INN31673,2,1,1,4,Meal Plan 1,0,Room_Type 4,69,2018,4,27,Online,0,0,0,108.53,2,Not_Canceled,18.1,0.2,27.3,36.4
INN25144,1,0,0,3,Meal Plan 1,0,Room_Type 1,3,2018,3,29,Online,0,0,0,98.33,1,Not_Canceled,11.1,2.7,24.2,33.8
INN20685,2,0,0,1,Not Selected,0,Room_Type 1,145,2018,7,16,Online,0,0,0,94.5,0,Canceled,29.1,0.0,12.9,53.7
INN10438,2,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,5,17,Online,0,0,0,126.9,1,Not_Canceled,17.5,0.0,19.9,39.9
INN25978,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled,10.5,0.0,24.0,30.1
INN34272,2,0,1,0,Meal Plan 1,0,Room_Type 1,27,2017,10,4,Online,0,0,0,80.85,1,Not_Canceled,17.2,0.0,12.7,37.6
INN24715,2,0,0,1,Meal Plan 1,0,Room_Type 1,47,2017,12,24,Online,0,0,0,87.0,2,Not_Canceled,9.4,0.8,15.9,35.8
INN07433,1,0,1,0,Not Selected,0,Room_Type 1,20,2018,9,12,Online,0,0,0,89.0,2,Not_Canceled,27.1,0.0,17.0,42.8
INN18965,2,0,0,2,Not Selected,0,Room_Type 1,11,2018,10,21,Online,0,0,0,140.0,0,Not_Canceled,18.0,0.0,10.6,38.9
INN24816,2,0,0,2,Meal Plan 2,0,Room_Type 1,239,2018,6,15,Offline,0,0,0,112.2,0,Canceled,22.0,0.7,11.8,43.5
INN13018,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,140.0,1,Not_Canceled,20.0,0.0,25.1,42.8
INN30657,1,0,0,4,Not Selected,0,Room_Type 1,44,2018,4,13,Online,0,0,0,116.0,0,Canceled,16.5,0.7,14.9,36.4
INN13880,2,0,1,5,Meal Plan 1,0,Room_Type 4,129,2018,10,10,Online,0,0,0,132.3,0,Canceled,24.5,0.0,21.7,38.9
INN03748,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Online,0,0,0,110.0,0,Canceled,19.6,0.0,14.8,36.4
INN11601,3,0,1,2,Meal Plan 1,1,Room_Type 4,4,2018,2,12,Online,0,0,0,139.0,1,Not_Canceled,6.0,0.0,20.3,27.3
INN01598,2,0,0,3,Meal Plan 1,0,Room_Type 4,45,2018,6,8,Online,0,0,0,128.4,1,Not_Canceled,24.0,0.5,12.9,43.5
INN31430,2,0,2,8,Meal Plan 1,0,Room_Type 1,133,2018,6,28,Online,0,0,0,95.2,1,Not_Canceled,26.8,0.0,23.2,43.5
INN20875,2,1,1,2,Meal Plan 1,0,Room_Type 1,13,2018,11,14,Online,0,0,0,125.0,2,Not_Canceled,13.4,0.0,10.6,31.4
INN35334,2,0,0,3,Meal Plan 1,0,Room_Type 1,53,2018,11,2,Online,0,0,0,108.0,1,Canceled,11.4,0.0,11.9,31.4
INN14642,2,0,1,4,Not Selected,0,Room_Type 1,99,2018,6,27,Online,0,0,0,94.35,1,Not_Canceled,27.3,0.0,17.1,43.5
INN25841,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,Not_Canceled,23.6,2.5,11.3,43.5
INN14081,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled,14.2,2.9,18.2,39.9
INN24313,1,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,58.0,0,Not_Canceled,16.0,4.8,9.1,41.2
INN09373,2,0,0,1,Meal Plan 2,0,Room_Type 1,41,2017,9,4,Offline,0,0,0,110.0,0,Not_Canceled,23.2,0.0,12.3,41.2
INN35895,2,0,2,3,Meal Plan 1,0,Room_Type 1,19,2017,12,5,Online,0,0,0,69.0,0,Not_Canceled,8.4,0.2,10.0,35.8
INN22392,2,0,1,1,Not Selected,0,Room_Type 1,3,2018,3,21,Online,0,0,0,89.0,0,Not_Canceled,7.0,0.0,17.7,33.8
INN17473,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled,19.0,1.7,14.8,42.8
INN04303,2,0,0,1,Meal Plan 1,0,Room_Type 1,52,2018,5,21,Online,0,0,0,126.9,2,Not_Canceled,21.6,0.2,11.3,39.9
INN03007,2,0,2,1,Meal Plan 1,0,Room_Type 1,193,2018,9,10,Online,0,0,0,97.71,1,Not_Canceled,24.3,0.0,13.6,42.8
