lead_time,no_of_special_requests,avg_price_per_room,no_of_weekend_nights,no_of_week_nights,temperature_max,market_segment_type,windspeed_max,arrival_month,arrival_date,booking_status
16.0,1.0,135.0,0.0,3.0,14.1,4,17.7,3.0,9.0,1
35.0,0.0,125.1,1.0,0.0,31.1,4,11.3,7.0,25.0,0
177.0,1.0,130.05,1.0,4.0,33.7,4,17.7,8.0,3.0,0
128.0,1.0,118.8,0.0,3.0,25.4,4,24.5,10.0,11.0,0
34.0,0.0,152.1,0.0,1.0,27.2,4,28.3,7.0,29.0,1
232.0,0.0,75.65,2.0,3.0,13.1,3,23.0,12.0,24.0,1
38.0,0.0,198.9,1.0,3.0,21.1,4,25.2,5.0,16.0,0
12.0,2.0,129.25,1.0,3.0,13.3,4,24.5,10.0,31.0,1
18.0,1.0,86.0,1.0,1.0,6.3,4,12.0,2.0,20.0,1
4.0,2.0,147.33,0.0,3.0,0.6,4,7.9,12.0,28.0,1
155.0,0.0,105.3,1.0,1.0,31.1,4,11.3,7.0,25.0,0
265.0,0.0,109.0,0.0,2.0,21.5,3,16.8,6.0,24.0,0
288.0,0.0,67.26,2.0,5.0,13.1,4,30.6,12.0,22.0,0
192.0,2.0,114.75,1.0,3.0,32.3,4,23.9,8.0,4.0,0
146.0,1.0,103.5,0.0,3.0,25.8,4,13.4,7.0,13.0,1
67.0,1.0,71.74,2.0,2.0,15.4,4,19.6,4.0,2.0,1
43.0,1.0,0.0,0.0,0.0,22.0,4,10.1,10.0,17.0,1
117.0,0.0,90.95,1.0,2.0,17.1,3,14.0,10.0,24.0,1
24.0,2.0,130.78,2.0,5.0,15.0,4,5.7,10.0,26.0,1
10.0,2.0,149.0,1.0,1.0,26.1,4,19.8,9.0,19.0,1
230.0,0.0,158.95,1.0,3.0,19.1,4,19.8,8.0,25.0,0
15.0,1.0,148.0,0.0,1.0,25.4,4,20.9,9.0,20.0,1
5.0,0.0,0.0,1.0,2.0,21.4,4,25.7,10.0,19.0,1
48.0,1.0,138.6,1.0,2.0,13.4,4,28.7,12.0,23.0,1
6.0,0.0,73.15,1.0,3.0,10.3,4,6.8,11.0,16.0,1
53.0,0.0,80.2,2.0,4.0,-2.2,4,21.4,2.0,27.0,1
89.0,0.0,126.9,1.0,1.0,24.5,4,13.8,5.0,7.0,0
22.0,0.0,97.6,0.0,2.0,21.0,4,11.1,8.0,31.0,1
38.0,1.0,97.75,2.0,2.0,25.5,4,16.4,6.0,26.0,1
45.0,0.0,109.49,1.0,1.0,21.6,4,15.6,6.0,18.0,0
14.0,0.0,116.49,0.0,3.0,24.8,4,14.3,6.0,9.0,1
2.0,1.0,67.0,0.0,1.0,20.0,2,13.4,5.0,11.0,1
2.0,0.0,64.08,1.0,0.0,12.9,4,31.3,3.0,28.0,1
4.0,2.0,65.0,1.0,2.0,17.1,2,14.0,10.0,24.0,1
158.0,2.0,83.5,2.0,2.0,10.6,4,27.0,10.0,30.0,0
13.0,0.0,235.94,2.0,3.0,15.2,4,19.3,10.0,7.0,0
3.0,1.0,65.0,1.0,0.0,17.6,2,11.8,4.0,11.0,1
7.0,0.0,56.0,0.0,2.0,8.6,3,19.6,3.0,2.0,1
0.0,0.0,108.8,0.0,3.0,16.1,3,20.6,5.0,10.0,1
9.0,0.0,55.0,0.0,2.0,8.6,2,19.6,3.0,2.0,0
3.0,0.0,0.0,0.0,0.0,21.5,4,16.8,6.0,24.0,1
77.0,2.0,132.3,1.0,2.0,15.2,4,19.3,10.0,7.0,1
101.0,0.0,187.85,0.0,4.0,20.9,4,17.7,6.0,1.0,0
5.0,1.0,118.0,1.0,1.0,14.1,4,27.3,3.0,14.0,1
158.0,1.0,97.75,1.0,3.0,28.9,4,12.5,7.0,7.0,0
6.0,3.0,91.0,2.0,2.0,14.1,4,19.7,11.0,13.0,1
11.0,1.0,163.63,0.0,4.0,12.9,4,17.6,11.0,8.0,1
130.0,1.0,109.8,0.0,2.0,19.9,4,18.8,8.0,24.0,1
3.0,0.0,181.0,1.0,1.0,7.0,4,17.7,3.0,21.0,1
23.0,2.0,159.0,0.0,3.0,21.6,4,10.2,9.0,15.0,1
0.0,0.0,0.0,0.0,1.0,18.4,1,12.1,9.0,22.0,1
28.0,0.0,90.51,2.0,5.0,21.2,3,11.3,9.0,3.0,1
53.0,1.0,168.3,0.0,1.0,32.5,4,10.1,8.0,6.0,1
26.0,0.0,75.0,2.0,1.0,22.0,3,10.1,10.0,17.0,1
1.0,0.0,103.0,0.0,2.0,9.6,4,34.7,3.0,8.0,1
33.0,1.0,98.3,1.0,1.0,1.0,4,18.6,2.0,6.0,1
29.0,0.0,89.93,1.0,2.0,7.7,4,17.7,3.0,4.0,1
11.0,0.0,107.0,1.0,1.0,24.5,3,21.7,10.0,10.0,1
55.0,2.0,207.0,1.0,5.0,21.3,4,25.1,10.0,18.0,1
75.0,1.0,97.33,2.0,2.0,16.7,4,18.6,4.0,15.0,0
64.0,2.0,83.61,2.0,2.0,5.9,4,9.8,12.0,25.0,1
216.0,0.0,80.75,0.0,2.0,20.4,3,12.7,8.0,30.0,1
10.0,2.0,102.33,1.0,2.0,20.0,4,18.1,9.0,7.0,1
70.0,2.0,130.05,2.0,3.0,14.8,4,22.6,4.0,10.0,1
27.0,1.0,135.0,1.0,1.0,-2.2,4,21.4,2.0,27.0,1
17.0,0.0,100.38,1.0,3.0,12.1,4,39.1,12.0,8.0,1
31.0,1.0,120.42,2.0,2.0,18.5,4,14.8,10.0,24.0,1
99.0,0.0,118.8,2.0,2.0,18.0,4,11.9,10.0,8.0,0
30.0,0.0,110.8,0.0,3.0,18.4,4,20.9,4.0,6.0,1
71.0,0.0,107.1,2.0,3.0,25.5,4,16.4,6.0,26.0,0
12.0,2.0,130.0,2.0,0.0,26.0,4,8.3,8.0,28.0,1
6.0,1.0,136.0,2.0,1.0,17.2,4,12.7,10.0,4.0,1
103.0,0.0,70.03,2.0,2.0,19.6,4,14.8,4.0,17.0,1
1.0,0.0,115.0,0.0,1.0,24.5,2,6.6,9.0,27.0,1
30.0,3.0,198.9,2.0,1.0,21.6,4,15.6,6.0,18.0,1
63.0,0.0,105.3,2.0,5.0,29.1,4,11.8,7.0,23.0,0
93.0,2.0,149.1,0.0,3.0,22.4,4,12.0,9.0,1.0,0
17.0,0.0,95.0,0.0,1.0,11.7,3,16.3,10.0,30.0,1
42.0,1.0,144.9,2.0,2.0,24.3,4,17.4,8.0,14.0,1
169.0,1.0,0.0,2.0,2.0,26.0,4,21.9,7.0,9.0,1
1.0,0.0,117.8,0.0,1.0,17.4,3,16.6,5.0,18.0,1
0.0,0.0,149.0,1.0,0.0,21.0,4,16.8,5.0,9.0,1
15.0,0.0,80.0,0.0,2.0,8.8,2,12.5,1.0,26.0,1
32.0,2.0,94.5,0.0,3.0,15.2,4,20.6,10.0,6.0,1
77.0,0.0,129.6,1.0,3.0,28.9,4,12.5,7.0,7.0,0
69.0,1.0,135.9,1.0,3.0,24.6,4,13.4,9.0,5.0,1
9.0,3.0,0.0,0.0,2.0,13.2,1,26.7,11.0,11.0,1
346.0,0.0,3.0,0.0,2.0,19.0,4,14.8,9.0,13.0,0
23.0,1.0,68.07,2.0,3.0,9.3,4,17.5,11.0,24.0,1
172.0,1.0,90.95,2.0,1.0,25.7,3,18.9,9.0,18.0,1
153.0,2.0,105.3,1.0,0.0,28.5,4,11.8,8.0,1.0,0
45.0,0.0,81.0,1.0,1.0,27.1,3,17.0,9.0,12.0,1
172.0,1.0,137.7,0.0,3.0,23.8,4,12.8,8.0,11.0,0
18.0,1.0,95.48,0.0,1.0,9.1,4,19.8,3.0,17.0,1
50.0,2.0,159.3,0.0,2.0,24.5,4,14.3,6.0,3.0,1
7.0,1.0,65.0,0.0,2.0,2.7,2,7.3,12.0,27.0,1
36.0,1.0,125.1,2.0,4.0,6.8,4,20.3,3.0,23.0,0
0.0,1.0,129.83,2.0,2.0,22.6,4,21.9,8.0,27.0,1
102.0,0.0,150.3,0.0,4.0,19.9,4,18.8,8.0,24.0,0
109.0,1.0,159.3,0.0,2.0,19.6,4,21.7,6.0,21.0,1
149.0,2.0,119.0,2.0,4.0,33.7,4,17.7,8.0,3.0,1
0.0,2.0,122.0,0.0,1.0,27.9,4,11.1,8.0,27.0,1
68.0,0.0,106.75,2.0,3.0,24.5,3,19.2,9.0,3.0,1
35.0,0.0,67.5,0.0,3.0,7.8,4,28.4,2.0,11.0,0
0.0,0.0,155.33,1.0,2.0,19.9,4,19.5,8.0,31.0,1
39.0,3.0,64.67,2.0,5.0,14.1,4,19.7,11.0,13.0,1
63.0,0.0,107.1,1.0,1.0,15.4,4,19.6,4.0,2.0,1
142.0,0.0,109.8,2.0,1.0,25.5,4,16.4,6.0,26.0,1
40.0,1.0,83.9,2.0,2.0,12.1,4,16.2,3.0,5.0,1
47.0,0.0,135.0,0.0,2.0,25.4,4,24.5,10.0,11.0,1
59.0,0.0,60.0,0.0,3.0,9.8,3,21.4,11.0,19.0,1
158.0,2.0,76.5,2.0,5.0,26.5,4,14.7,8.0,7.0,1
28.0,2.0,139.0,1.0,1.0,24.5,4,21.7,10.0,10.0,1
0.0,0.0,75.0,1.0,0.0,9.9,4,13.6,12.0,21.0,1
72.0,0.0,97.54,0.0,1.0,34.8,4,20.8,7.0,27.0,1
14.0,2.0,86.85,0.0,2.0,26.1,4,13.6,7.0,22.0,1
7.0,1.0,103.0,1.0,3.0,9.7,4,23.8,3.0,7.0,1
4.0,0.0,124.0,0.0,2.0,24.5,4,22.7,7.0,28.0,0
16.0,1.0,134.8,1.0,0.0,27.3,4,17.1,6.0,27.0,1
7.0,1.0,78.0,0.0,2.0,12.1,4,23.8,11.0,30.0,0
50.0,0.0,241.59,2.0,4.0,14.3,4,26.6,5.0,14.0,0
29.0,1.0,87.0,2.0,1.0,12.1,3,16.2,3.0,5.0,1
3.0,1.0,87.01,0.0,2.0,19.7,4,18.4,6.0,22.0,1
67.0,1.0,76.16,2.0,1.0,12.9,3,13.0,3.0,26.0,1
256.0,1.0,115.0,0.0,1.0,22.0,3,11.8,6.0,15.0,0
51.0,1.0,102.7,0.0,2.0,22.6,4,9.4,6.0,2.0,1
96.0,1.0,72.25,0.0,1.0,9.0,4,28.4,11.0,28.0,0
4.0,2.0,91.5,1.0,1.0,6.4,4,27.4,11.0,19.0,1
19.0,0.0,191.0,2.0,1.0,24.3,4,17.4,8.0,14.0,0
31.0,1.0,134.1,1.0,2.0,17.6,4,31.6,9.0,11.0,1
2.0,0.0,62.8,1.0,1.0,8.4,3,10.0,12.0,5.0,1
0.0,1.0,75.0,0.0,1.0,9.8,2,43.0,12.0,11.0,1
285.0,1.0,95.4,0.0,3.0,25.0,4,14.5,7.0,21.0,0
49.0,1.0,112.2,2.0,2.0,14.8,4,22.6,4.0,10.0,1
25.0,0.0,70.0,1.0,0.0,7.4,3,37.5,12.0,14.0,1
3.0,0.0,79.2,1.0,5.0,23.4,2,25.5,8.0,17.0,0
75.0,0.0,65.0,0.0,2.0,4.6,2,17.6,12.0,9.0,1
14.0,2.0,116.49,0.0,3.0,24.8,4,14.3,6.0,9.0,1
0.0,0.0,0.0,0.0,2.0,15.4,1,26.8,12.0,2.0,1
3.0,0.0,66.0,0.0,1.0,2.7,2,23.3,2.0,25.0,1
39.0,0.0,72.2,2.0,2.0,-0.2,4,26.6,2.0,28.0,1
9.0,1.0,140.0,2.0,3.0,9.6,4,15.6,10.0,27.0,1
70.0,0.0,40.67,1.0,2.0,9.9,3,39.9,1.0,15.0,1
174.0,1.0,99.45,2.0,2.0,23.2,4,21.6,8.0,13.0,1
214.0,1.0,90.95,2.0,5.0,20.2,4,27.5,8.0,9.0,1
12.0,3.0,89.25,2.0,5.0,14.1,4,19.7,11.0,13.0,1
124.0,0.0,96.56,2.0,3.0,35.8,3,24.9,8.0,7.0,1
145.0,0.0,72.5,2.0,1.0,32.5,3,9.6,8.0,29.0,1
0.0,1.0,90.0,0.0,1.0,23.5,4,12.6,8.0,6.0,1
4.0,2.0,211.0,0.0,1.0,14.8,4,12.6,4.0,9.0,1
10.0,2.0,145.0,1.0,1.0,18.8,4,15.3,10.0,3.0,1
2.0,1.0,79.0,0.0,1.0,11.4,4,26.8,1.0,21.0,1
183.0,1.0,98.25,1.0,3.0,27.2,4,14.0,7.0,4.0,0
45.0,0.0,85.5,1.0,1.0,21.6,3,15.6,6.0,18.0,1
8.0,1.0,110.46,0.0,3.0,30.9,4,16.2,6.0,30.0,1
63.0,1.0,89.25,1.0,1.0,17.1,4,16.9,10.0,10.0,1
66.0,1.0,58.0,0.0,2.0,7.8,3,28.4,2.0,11.0,1
19.0,1.0,66.57,2.0,1.0,4.8,4,25.7,2.0,13.0,1
41.0,1.0,71.52,1.0,2.0,5.1,4,23.1,2.0,22.0,1
0.0,0.0,116.45,0.0,1.0,26.8,2,23.2,6.0,28.0,1
21.0,0.0,70.0,0.0,2.0,10.6,3,40.7,12.0,10.0,1
7.0,0.0,106.0,0.0,2.0,6.0,4,20.3,2.0,12.0,0
119.0,0.0,137.7,0.0,3.0,34.0,4,7.7,7.0,26.0,1
17.0,1.0,166.0,0.0,2.0,28.8,4,16.1,7.0,8.0,0
42.0,1.0,115.8,0.0,3.0,12.8,4,16.1,3.0,24.0,1
6.0,1.0,80.0,0.0,1.0,6.3,4,12.0,2.0,20.0,1
157.0,0.0,94.5,0.0,1.0,33.7,4,17.7,8.0,3.0,0
22.0,0.0,58.0,0.0,2.0,8.2,3,22.5,12.0,25.0,1
242.0,1.0,58.36,2.0,5.0,2.7,4,7.3,12.0,27.0,0
6.0,0.0,152.0,0.0,1.0,9.3,4,17.5,11.0,24.0,1
13.0,0.0,75.0,2.0,8.0,10.7,4,31.0,1.0,20.0,1
46.0,2.0,122.4,0.0,4.0,11.4,4,11.9,11.0,2.0,1
27.0,2.0,130.0,1.0,2.0,5.1,4,23.1,2.0,22.0,1
11.0,1.0,133.5,2.0,2.0,12.9,4,13.0,3.0,26.0,1
0.0,0.0,63.2,0.0,2.0,12.1,4,23.8,11.0,30.0,1
18.0,1.0,131.0,0.0,1.0,25.2,4,15.0,8.0,20.0,1
3.0,1.0,161.7,0.0,1.0,18.9,4,30.6,9.0,22.0,1
206.0,1.0,130.5,0.0,3.0,22.5,4,8.1,9.0,8.0,0
45.0,2.0,94.5,0.0,1.0,16.0,4,26.4,10.0,20.0,1
231.0,2.0,81.82,3.0,7.0,28.5,4,11.8,8.0,1.0,0
63.0,1.0,105.3,0.0,1.0,29.1,4,11.8,7.0,23.0,1
120.0,0.0,126.9,1.0,2.0,23.6,4,11.3,6.0,10.0,0
53.0,0.0,94.5,2.0,0.0,25.7,3,18.9,9.0,18.0,1
46.0,5.0,68.07,2.0,3.0,8.4,4,18.7,11.0,18.0,1
176.0,0.0,150.45,1.0,3.0,22.4,4,12.0,9.0,1.0,0
33.0,1.0,80.3,1.0,0.0,1.5,4,11.8,2.0,8.0,1
47.0,2.0,93.6,2.0,2.0,8.5,4,17.7,12.0,17.0,1
13.0,2.0,119.0,0.0,1.0,24.8,4,14.3,6.0,9.0,1
1.0,1.0,120.0,0.0,1.0,17.2,4,21.8,3.0,10.0,1
76.0,0.0,105.3,0.0,3.0,12.8,4,16.1,3.0,24.0,0
137.0,1.0,145.2,2.0,4.0,23.2,4,21.6,8.0,13.0,1
186.0,0.0,89.25,0.0,4.0,29.2,4,20.1,8.0,16.0,0
117.0,0.0,66.14,0.0,1.0,8.6,4,19.6,3.0,2.0,1
144.0,0.0,80.1,1.0,2.0,8.9,4,33.6,10.0,28.0,0
68.0,1.0,108.38,2.0,2.0,19.5,4,18.3,4.0,24.0,0
2.0,1.0,119.0,0.0,1.0,22.0,2,11.8,6.0,15.0,1
1.0,0.0,108.0,0.0,1.0,23.2,3,12.3,9.0,4.0,1
6.0,2.0,121.75,1.0,3.0,13.3,4,24.5,10.0,31.0,1
3.0,0.0,75.0,1.0,1.0,20.2,3,13.4,8.0,10.0,1
22.0,1.0,72.64,1.0,2.0,-0.4,4,29.1,2.0,26.0,1
9.0,2.0,148.0,2.0,1.0,24.3,4,17.4,8.0,14.0,1
257.0,0.0,90.95,2.0,2.0,26.9,4,13.9,7.0,31.0,0
27.0,2.0,106.02,1.0,4.0,17.8,4,28.6,10.0,5.0,1
2.0,1.0,91.68,2.0,4.0,9.8,4,12.5,12.0,23.0,1
54.0,1.0,88.4,2.0,2.0,13.1,4,23.0,12.0,24.0,1
63.0,0.0,116.1,0.0,2.0,19.5,4,16.3,6.0,17.0,0
40.0,2.0,148.28,2.0,2.0,25.5,4,21.3,10.0,15.0,1
1.0,2.0,117.5,1.0,2.0,10.1,4,23.0,12.0,19.0,1
1.0,0.0,85.0,2.0,3.0,4.1,4,24.4,2.0,4.0,1
21.0,2.0,124.0,1.0,1.0,20.0,4,13.4,9.0,21.0,1
1.0,1.0,111.65,0.0,3.0,18.4,4,12.1,9.0,22.0,1
10.0,1.0,83.0,0.0,2.0,10.4,4,14.4,11.0,6.0,1
33.0,2.0,82.9,2.0,1.0,12.1,4,16.2,3.0,5.0,1
28.0,2.0,160.3,0.0,5.0,20.5,4,9.7,10.0,4.0,0
7.0,1.0,92.0,0.0,1.0,-2.2,4,21.4,2.0,27.0,1
35.0,1.0,73.9,0.0,4.0,1.5,4,18.5,2.0,9.0,1
12.0,0.0,93.0,0.0,2.0,4.1,4,21.7,2.0,23.0,1
40.0,0.0,72.9,0.0,1.0,8.9,4,11.8,2.0,16.0,0
13.0,0.0,66.0,1.0,3.0,6.9,3,22.9,2.0,1.0,1
16.0,0.0,84.0,1.0,1.0,12.1,4,16.2,3.0,5.0,0
35.0,0.0,67.49,2.0,5.0,15.6,4,33.1,9.0,14.0,1
43.0,1.0,130.0,0.0,2.0,13.2,4,26.7,11.0,11.0,1
12.0,1.0,99.0,2.0,3.0,10.6,4,27.0,10.0,30.0,0
179.0,0.0,85.5,1.0,2.0,23.0,4,21.7,8.0,26.0,0
58.0,0.0,75.0,0.0,3.0,9.5,3,11.5,11.0,16.0,1
100.0,0.0,0.0,0.0,4.0,20.0,4,25.1,9.0,28.0,1
39.0,1.0,67.5,2.0,1.0,4.8,4,25.7,2.0,13.0,1
6.0,0.0,75.0,0.0,3.0,13.4,3,24.4,11.0,1.0,1
1.0,1.0,0.0,0.0,1.0,21.2,1,12.7,10.0,13.0,1
13.0,1.0,88.4,0.0,4.0,2.2,4,13.4,12.0,14.0,1
147.0,0.0,78.76,1.0,5.0,27.1,4,13.8,7.0,18.0,0
110.0,0.0,153.0,2.0,3.0,26.0,4,21.9,7.0,9.0,0
70.0,0.0,186.3,0.0,1.0,26.5,4,9.5,4.0,20.0,0
59.0,1.0,96.99,2.0,5.0,26.4,4,16.6,5.0,28.0,1
86.0,0.0,127.8,0.0,2.0,26.5,4,9.5,4.0,20.0,0
50.0,0.0,131.4,0.0,2.0,13.2,4,26.7,11.0,11.0,0
30.0,0.0,157.5,0.0,2.0,15.9,4,17.6,4.0,14.0,0
19.0,0.0,85.0,2.0,0.0,16.8,3,24.1,10.0,2.0,1
170.0,1.0,85.0,0.0,4.0,29.2,4,13.8,7.0,19.0,1
190.0,0.0,109.3,2.0,2.0,25.3,4,14.2,5.0,6.0,0
24.0,1.0,60.06,1.0,0.0,3.0,4,19.8,11.0,20.0,1
76.0,1.0,131.26,1.0,3.0,19.2,4,26.3,5.0,12.0,1
0.0,1.0,0.0,1.0,2.0,24.6,1,13.4,9.0,5.0,1
31.0,0.0,117.9,0.0,1.0,15.4,4,19.6,4.0,2.0,0
73.0,0.0,91.36,1.0,2.0,11.9,4,22.4,4.0,29.0,1
219.0,1.0,106.25,2.0,3.0,13.1,4,30.6,12.0,22.0,1
1.0,0.0,91.0,1.0,1.0,4.8,4,25.7,2.0,13.0,1
0.0,0.0,141.0,0.0,1.0,12.8,4,16.1,3.0,24.0,1
9.0,0.0,129.33,0.0,3.0,18.4,4,20.9,4.0,6.0,1
2.0,1.0,129.0,0.0,1.0,14.2,4,18.2,5.0,13.0,1
8.0,1.0,40.0,0.0,1.0,19.0,2,14.8,9.0,13.0,1
157.0,1.0,90.0,2.0,3.0,2.9,4,17.3,3.0,19.0,1
1.0,0.0,70.0,0.0,1.0,21.1,2,19.3,8.0,11.0,1
3.0,1.0,97.0,0.0,1.0,20.5,4,15.6,6.0,23.0,1
0.0,1.0,110.0,0.0,1.0,20.0,2,25.1,9.0,28.0,1
92.0,0.0,92.65,1.0,4.0,9.2,3,11.6,11.0,23.0,1
7.0,1.0,120.0,0.0,1.0,15.7,4,11.3,10.0,25.0,1
100.0,0.0,73.95,1.0,3.0,9.1,4,19.8,3.0,17.0,1
52.0,0.0,56.16,2.0,1.0,8.5,4,17.7,12.0,17.0,1
59.0,0.0,81.0,0.0,1.0,11.1,3,19.7,1.0,28.0,1
119.0,0.0,264.1,1.0,0.0,23.0,4,17.9,7.0,11.0,0
11.0,1.0,76.29,2.0,2.0,9.0,4,21.2,11.0,27.0,0
30.0,2.0,140.88,2.0,2.0,12.6,4,13.5,11.0,4.0,1
95.0,0.0,132.6,2.0,2.0,21.6,4,14.8,5.0,20.0,1
32.0,3.0,96.3,0.0,1.0,10.2,4,9.8,11.0,14.0,1
101.0,2.0,80.75,0.0,3.0,17.5,3,19.9,5.0,17.0,1
195.0,0.0,71.22,0.0,2.0,15.4,4,26.8,12.0,2.0,0
0.0,0.0,130.0,2.0,0.0,24.0,4,9.8,10.0,16.0,1
36.0,2.0,126.9,2.0,2.0,21.6,4,11.3,5.0,21.0,1
165.0,0.0,150.45,2.0,3.0,23.6,4,13.0,9.0,2.0,0
31.0,0.0,85.0,1.0,3.0,9.6,3,15.6,10.0,27.0,1
8.0,1.0,129.0,0.0,3.0,16.0,4,26.4,10.0,20.0,1
0.0,0.0,96.0,1.0,0.0,17.8,3,28.6,10.0,5.0,1
19.0,1.0,134.0,1.0,1.0,28.5,4,13.6,9.0,17.0,0
4.0,2.0,230.0,0.0,2.0,17.6,4,19.9,5.0,4.0,1
2.0,0.0,72.1,0.0,2.0,-0.4,3,29.1,2.0,26.0,1
76.0,3.0,146.8,1.0,1.0,6.4,4,27.4,11.0,19.0,1
11.0,0.0,83.58,2.0,1.0,11.9,4,27.7,1.0,2.0,1
48.0,0.0,94.5,2.0,2.0,13.8,4,21.3,10.0,23.0,1
15.0,1.0,105.0,0.0,1.0,6.4,4,27.4,11.0,19.0,1
26.0,1.0,116.85,2.0,4.0,22.4,4,20.5,9.0,5.0,0
93.0,1.0,71.4,2.0,5.0,24.7,4,13.3,7.0,12.0,1
16.0,1.0,151.0,2.0,5.0,30.9,4,16.2,6.0,30.0,1
2.0,1.0,89.0,0.0,1.0,20.0,2,13.4,5.0,11.0,1
11.0,0.0,122.13,2.0,1.0,18.0,4,11.9,10.0,8.0,1
4.0,0.0,0.0,1.0,2.0,13.4,1,28.7,12.0,23.0,1
12.0,0.0,104.0,0.0,4.0,20.0,3,13.4,5.0,11.0,1
9.0,1.0,69.5,4.0,12.0,6.8,4,16.8,1.0,13.0,1
1.0,1.0,111.35,1.0,3.0,24.0,4,13.1,5.0,30.0,1
29.0,1.0,85.59,2.0,0.0,19.5,4,18.3,4.0,24.0,1
222.0,1.0,80.75,0.0,4.0,25.0,3,26.7,10.0,12.0,1
102.0,1.0,99.0,2.0,6.0,28.8,4,16.1,7.0,8.0,1
66.0,1.0,144.45,1.0,1.0,17.1,4,14.0,10.0,24.0,1
16.0,0.0,135.0,0.0,1.0,15.2,4,19.3,10.0,7.0,0
149.0,0.0,92.03,0.0,3.0,24.5,3,22.7,7.0,28.0,1
2.0,0.0,77.5,0.0,2.0,6.8,4,16.8,1.0,13.0,1
355.0,0.0,87.31,2.0,5.0,4.8,4,9.2,12.0,26.0,0
20.0,0.0,146.2,2.0,2.0,15.9,4,15.6,9.0,24.0,0
151.0,1.0,120.7,1.0,4.0,27.8,4,13.0,7.0,6.0,0
217.0,0.0,80.75,2.0,2.0,23.2,4,21.6,8.0,13.0,0
6.0,1.0,180.0,2.0,2.0,35.8,4,24.9,8.0,7.0,1
0.0,0.0,111.2,1.0,0.0,15.6,3,33.1,9.0,14.0,1
183.0,1.0,93.08,0.0,4.0,19.9,4,18.8,8.0,24.0,0
6.0,0.0,130.0,0.0,1.0,15.0,3,24.0,10.0,29.0,1
0.0,0.0,116.45,2.0,3.0,21.7,3,16.6,6.0,16.0,1
103.0,2.0,187.25,1.0,3.0,12.6,4,25.9,11.0,7.0,1
128.0,1.0,140.7,0.0,3.0,32.3,4,23.9,8.0,4.0,1
36.0,0.0,0.0,0.0,0.0,12.1,4,39.1,12.0,8.0,1
71.0,0.0,88.0,0.0,2.0,8.4,4,18.7,11.0,18.0,0
116.0,0.0,112.5,2.0,1.0,14.3,4,26.6,5.0,14.0,1
13.0,2.0,139.0,0.0,1.0,28.4,4,12.8,9.0,9.0,1
7.0,1.0,127.0,0.0,1.0,4.8,4,25.7,2.0,13.0,1
19.0,1.0,116.0,0.0,2.0,20.4,4,12.7,8.0,30.0,0
20.0,1.0,102.0,0.0,4.0,13.4,4,24.4,11.0,1.0,0
140.0,2.0,103.42,2.0,4.0,26.4,4,16.6,5.0,28.0,1
16.0,0.0,65.45,1.0,1.0,20.0,3,13.4,9.0,21.0,1
4.0,1.0,149.0,0.0,3.0,22.5,4,8.1,9.0,8.0,1
47.0,3.0,142.2,1.0,2.0,23.6,4,13.0,9.0,2.0,1
25.0,0.0,85.0,1.0,2.0,28.8,3,16.1,7.0,8.0,1
0.0,0.0,89.0,0.0,1.0,10.9,2,23.6,11.0,5.0,1
7.0,1.0,86.0,0.0,1.0,8.6,4,19.6,3.0,2.0,1
213.0,0.0,67.5,0.0,1.0,8.5,4,17.7,12.0,17.0,1
30.0,0.0,150.3,0.0,3.0,11.2,4,17.5,3.0,31.0,0
0.0,0.0,76.0,0.0,1.0,11.4,2,26.8,1.0,21.0,1
21.0,1.0,99.33,1.0,2.0,18.8,4,15.3,10.0,3.0,1
28.0,0.0,118.15,1.0,3.0,19.8,4,25.4,8.0,29.0,0
55.0,1.0,152.1,0.0,1.0,21.6,4,10.2,9.0,15.0,1
41.0,0.0,110.31,1.0,4.0,14.9,4,36.4,11.0,23.0,1
78.0,0.0,80.75,1.0,3.0,21.7,3,19.2,5.0,5.0,1
86.0,0.0,76.5,1.0,3.0,32.1,4,12.6,7.0,6.0,0
79.0,0.0,76.5,2.0,1.0,21.5,3,15.1,9.0,4.0,1
3.0,0.0,77.77,1.0,1.0,13.8,4,12.6,11.0,2.0,1
201.0,1.0,127.0,0.0,2.0,23.0,4,7.6,5.0,24.0,0
0.0,0.0,4.5,1.0,1.0,11.7,1,24.1,11.0,28.0,1
1.0,1.0,97.0,0.0,3.0,11.8,4,17.2,3.0,16.0,1
46.0,2.0,163.8,1.0,1.0,21.1,4,25.2,5.0,16.0,1
11.0,1.0,102.0,0.0,2.0,5.8,4,20.3,1.0,27.0,1
64.0,0.0,149.4,0.0,1.0,24.9,4,8.8,9.0,16.0,0
13.0,3.0,208.83,0.0,3.0,29.2,4,13.8,7.0,19.0,1
22.0,0.0,62.0,0.0,1.0,10.6,2,9.0,11.0,17.0,0
220.0,1.0,96.3,0.0,2.0,23.6,4,13.0,9.0,2.0,0
71.0,1.0,79.2,0.0,1.0,12.1,4,39.1,12.0,8.0,1
190.0,0.0,95.0,0.0,4.0,19.7,3,18.4,6.0,22.0,1
89.0,0.0,116.1,2.0,1.0,21.8,4,11.4,5.0,29.0,0
95.0,2.0,72.25,0.0,1.0,8.4,4,10.0,12.0,5.0,1
4.0,0.0,65.0,0.0,1.0,16.1,2,20.6,5.0,10.0,1
3.0,1.0,155.0,0.0,1.0,26.4,4,16.6,5.0,28.0,1
